java_path,rust_path,kind,java_type,rust_type,scenario_count,implementation_status,test_status,wire_fixture
core/src/main/java/org/fuin/ddd4j/core/HasEntityTypeConstantValidator.java,crates/core/src/has_entity_type_constant_validator.rs,production,HasEntityTypeConstantValidator|Result,HasEntityTypeConstantValidator,0,implemented,not_applicable,
core/src/main/java/org/fuin/ddd4j/core/IntegerEntityId.java,crates/core/src/integer_entity_id.rs,production,IntegerEntityId,IntegerEntityId,0,implemented,not_applicable,
core/src/main/java/org/fuin/ddd4j/core/JandexEntityIdFactory.java,crates/core/src/jandex_entity_id_factory.rs,production,JandexEntityIdFactory|to,EntityIdRegistration|EntityIdRegistryError|JandexEntityIdFactory,0,implemented,not_applicable,
core/src/main/java/org/fuin/ddd4j/core/MethodExecutor.java,crates/core/src/method_executor.rs,production,MethodExecutor,MethodExecutionError|MethodExecutor,0,implemented,not_applicable,
core/src/main/java/org/fuin/ddd4j/core/Repository.java,crates/core/src/repository.rs,production,Repository,Repository,0,implemented,not_applicable,
core/src/main/java/org/fuin/ddd4j/core/StringBasedEntityType.java,crates/core/src/string_based_entity_type.rs,production,StringBasedEntityType,EntityTypeError|StringBasedEntityType,0,implemented,not_applicable,
core/src/test/java/org/fuin/ddd4j/core/AbstractAggregateRootTest.java,crates/core/tests/java_parity/core/abstract_aggregate_root_test.rs,test,AbstractAggregateRootTest,,13,implemented,tested,
core/src/test/java/org/fuin/ddd4j/core/AbstractEntityTest.java,crates/core/tests/java_parity/core/abstract_entity_test.rs,test,AbstractEntityTest,,2,implemented,tested,
core/src/test/java/org/fuin/ddd4j/core/AggregateAlreadyExistsExceptionTest.java,crates/core/tests/java_parity/core/aggregate_already_exists_exception_test.rs,test,AggregateAlreadyExistsExceptionTest,,1,implemented,tested,
core/src/test/java/org/fuin/ddd4j/core/AggregateDeletedExceptionTest.java,crates/core/tests/java_parity/core/aggregate_deleted_exception_test.rs,test,AggregateDeletedExceptionTest,,1,implemented,tested,
core/src/test/java/org/fuin/ddd4j/core/AggregateNotFoundExceptionTest.java,crates/core/tests/java_parity/core/aggregate_not_found_exception_test.rs,test,AggregateNotFoundExceptionTest,,1,implemented,tested,
core/src/test/java/org/fuin/ddd4j/core/AggregateRootUuidTest.java,crates/core/tests/java_parity/core/aggregate_root_uuid_test.rs,test,AggregateRootUuidTest,,3,implemented,tested,
core/src/test/java/org/fuin/ddd4j/core/AggregateVersionConflictExceptionTest.java,crates/core/tests/java_parity/core/aggregate_version_conflict_exception_test.rs,test,AggregateVersionConflictExceptionTest,,1,implemented,tested,
core/src/test/java/org/fuin/ddd4j/core/AggregateVersionNotFoundExceptionTest.java,crates/core/tests/java_parity/core/aggregate_version_not_found_exception_test.rs,test,AggregateVersionNotFoundExceptionTest,,1,implemented,tested,
core/src/test/java/org/fuin/ddd4j/core/AggregateVersionTest.java,crates/core/tests/java_parity/core/aggregate_version_test.rs,test,AggregateVersionTest,,6,implemented,tested,
core/src/test/java/org/fuin/ddd4j/core/ArchitectureTest.java,crates/core/tests/java_parity/core/architecture_test.rs,test,ArchitectureTest,,2,implemented,tested,
core/src/test/java/org/fuin/ddd4j/core/BaseTest.java,crates/core/tests/java_parity/core/base_test.rs,test,BaseTest,TestEntityId|TestEntityIdFactory,0,implemented,tested,
core/src/test/java/org/fuin/ddd4j/core/Ddd4JUtilsTest.java,crates/core/tests/java_parity/core/ddd4j_utils_test.rs,test,Ddd4JUtilsTest,,1,implemented,tested,
core/src/test/java/org/fuin/ddd4j/core/DecryptionFailedExceptionTest.java,crates/core/tests/java_parity/core/decryption_failed_exception_test.rs,test,DecryptionFailedExceptionTest,,1,implemented,tested,
core/src/test/java/org/fuin/ddd4j/core/DomainEventExpectedEntityIdPathValidatorTest.java,crates/core/tests/java_parity/core/domain_event_expected_entity_id_path_validator_test.rs,test,DomainEventExpectedEntityIdPathValidatorTest,,2,implemented,tested,
core/src/test/java/org/fuin/ddd4j/core/DuplicateEncryptionKeyIdExceptionTest.java,crates/core/tests/java_parity/core/duplicate_encryption_key_id_exception_test.rs,test,DuplicateEncryptionKeyIdExceptionTest,,1,implemented,tested,
core/src/test/java/org/fuin/ddd4j/core/DuplicateEntityExceptionTest.java,crates/core/tests/java_parity/core/duplicate_entity_exception_test.rs,test,DuplicateEntityExceptionTest,,1,implemented,tested,
core/src/test/java/org/fuin/ddd4j/core/EncryptionKeyIdUnknownExceptionTest.java,crates/core/tests/java_parity/core/encryption_key_id_unknown_exception_test.rs,test,EncryptionKeyIdUnknownExceptionTest,,1,implemented,tested,
core/src/test/java/org/fuin/ddd4j/core/EncryptionKeyVersionUnknownExceptionTest.java,crates/core/tests/java_parity/core/encryption_key_version_unknown_exception_test.rs,test,EncryptionKeyVersionUnknownExceptionTest,,1,implemented,tested,
core/src/test/java/org/fuin/ddd4j/core/EntityIdPathTest.java,crates/core/tests/java_parity/core/entity_id_path_test.rs,test,EntityIdPathTest|MyIdFactory,,18,implemented,tested,
core/src/test/java/org/fuin/ddd4j/core/EntityIdTest.java,crates/core/tests/java_parity/core/entity_id_test.rs,test,EntityIdTest|MyIdFactory,,3,implemented,tested,
core/src/test/java/org/fuin/ddd4j/core/EntityNotFoundExceptionTest.java,crates/core/tests/java_parity/core/entity_not_found_exception_test.rs,test,EntityNotFoundExceptionTest,,1,implemented,tested,
core/src/test/java/org/fuin/ddd4j/core/EventIdTest.java,crates/core/tests/java_parity/core/event_id_test.rs,test,EventIdTest,,2,implemented,tested,
core/src/test/java/org/fuin/ddd4j/core/EventTypeTest.java,crates/core/tests/java_parity/core/event_type_test.rs,test,EventTypeTest,,2,implemented,tested,
core/src/test/java/org/fuin/ddd4j/core/ExpectedEntityIdPathValidatorTest.java,crates/core/tests/java_parity/core/expected_entity_id_path_validator_test.rs,test,ExpectedEntityIdPathValidatorTest,,4,implemented,tested,
core/src/test/java/org/fuin/ddd4j/core/HasEntityTypeConstantValidatorTest.java,crates/core/tests/java_parity/core/has_entity_type_constant_validator_test.rs,test,HasEntityTypeConstantValidatorTest|MyClassValid|MyClassNotStatic|MyClassNotPublic|MyClassNoField|MyClassWrongType|MyClassNullValue|MyClassNotFinal,,7,implemented,tested,
core/src/test/java/org/fuin/ddd4j/core/IntegerEntityIdTest.java,crates/core/tests/java_parity/core/integer_entity_id_test.rs,test,IntegerEntityIdTest,,3,implemented,tested,
core/src/test/java/org/fuin/ddd4j/core/JandexEntityIdFactoryTest.java,crates/core/tests/java_parity/core/jandex_entity_id_factory_test.rs,test,JandexEntityIdFactoryTest,,4,implemented,tested,
core/src/test/java/org/fuin/ddd4j/core/MethodExecutorTest.java,crates/core/tests/java_parity/core/method_executor_test.rs,test,MethodExecutorTest,,3,implemented,tested,
core/src/test/java/org/fuin/ddd4j/core/StringBasedEntityTypeTest.java,crates/core/tests/java_parity/core/string_based_entity_type_test.rs,test,StringBasedEntityTypeTest,,2,implemented,tested,
core/src/test/java/org/fuin/ddd4j/coretest/ACreatedEvent.java,crates/core/tests/java_parity/coretest/a_created_event.rs,test,ACreatedEvent,ACreatedEvent,0,implemented,tested,
core/src/test/java/org/fuin/ddd4j/coretest/AId.java,crates/core/tests/java_parity/coretest/a_id.rs,test,AId,AId,0,implemented,tested,
core/src/test/java/org/fuin/ddd4j/coretest/ARoot.java,crates/core/tests/java_parity/coretest/a_root.rs,test,ARoot,ARoot,0,implemented,tested,
core/src/test/java/org/fuin/ddd4j/coretest/AbstractDomainEvent.java,crates/core/tests/java_parity/coretest/abstract_domain_event.rs,test,AbstractDomainEvent|Builder,AbstractDomainEvent,0,implemented,tested,
core/src/test/java/org/fuin/ddd4j/coretest/AbstractEvent.java,crates/core/tests/java_parity/coretest/abstract_event.rs,test,AbstractEvent|Builder,AbstractEvent,0,implemented,tested,
core/src/test/java/org/fuin/ddd4j/coretest/BAddedEvent.java,crates/core/tests/java_parity/coretest/b_added_event.rs,test,BAddedEvent,BAddedEvent,0,implemented,tested,
core/src/test/java/org/fuin/ddd4j/coretest/BEntity.java,crates/core/tests/java_parity/coretest/b_entity.rs,test,BEntity,BEntity,0,implemented,tested,
core/src/test/java/org/fuin/ddd4j/coretest/BId.java,crates/core/tests/java_parity/coretest/b_id.rs,test,BId,BId,0,implemented,tested,
core/src/test/java/org/fuin/ddd4j/coretest/BaseRoot.java,crates/core/tests/java_parity/coretest/base_root.rs,test,BaseRoot,BaseRoot,0,implemented,tested,
core/src/test/java/org/fuin/ddd4j/coretest/CAddedEvent.java,crates/core/tests/java_parity/coretest/c_added_event.rs,test,CAddedEvent,CAddedEvent,0,implemented,tested,
core/src/test/java/org/fuin/ddd4j/coretest/CEntity.java,crates/core/tests/java_parity/coretest/c_entity.rs,test,CEntity,CEntity,0,implemented,tested,
core/src/test/java/org/fuin/ddd4j/coretest/CEvent.java,crates/core/tests/java_parity/coretest/c_event.rs,test,CEvent,CEvent,0,implemented,tested,
core/src/test/java/org/fuin/ddd4j/coretest/CId.java,crates/core/tests/java_parity/coretest/c_id.rs,test,CId,CId,0,implemented,tested,
core/src/test/java/org/fuin/ddd4j/coretest/DEvent.java,crates/core/tests/java_parity/coretest/d_event.rs,test,DEvent,DEvent,0,implemented,tested,
core/src/test/java/org/fuin/ddd4j/coretest/ImplRootId.java,crates/core/tests/java_parity/coretest/impl_root_id.rs,test,ImplRootId,ImplRootId,0,implemented,tested,
core/src/test/java/org/fuin/ddd4j/coretest/PersonId.java,crates/core/tests/java_parity/coretest/person_id.rs,test,PersonId,PersonId,0,implemented,tested,
